sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
unclassified-kra_SRR26417193_.hist	479513940	92673297	18704243	6762103	3802006	2412431	1911716	1707712	733083	373871	436109	492803	685146	427085	221003	80251	127294	169933	357754	194776	126340	39480	40663	79067	168956	172404	38929	12535	6492	90896	149730	44488	17794	2051	651	39	10	260884	52175	2897	964	394	208	77	11	2	0	0	0	283683
unclassified-kra_SRR26416940_.hist	396614367	91404970	21174731	7521892	3797824	2419506	1631660	1457542	1431807	730220	353555	174364	208209	343786	426548	548230	316037	131681	20948	12733	24050	39373	187022	363653	172475	95818	21635	6966	2321	1159	342	100	2977	8930	463088	28942	8319	4537	906	49	15	5	1	0	0	0	0	0	0	348948
unclassified-kra_SRR26417118_.hist	475125495	99512796	21243195	7533981	4103372	2616504	1561676	1395025	1582217	806929	390696	192681	187383	309399	383883	505710	291526	121468	19323	28866	54524	89263	424000	132815	7811	4338	978	2608	224346	112172	33235	9874	3948	454	143	43889	182040	99293	19857	1102	366	149	78	28	3	0	0	0	0	294907
unclassified-kra_SRR26417179_.hist	430181099	90099404	20769907	7274747	3854152	2453517	1574845	1406789	1244482	634685	307299	195832	272266	449555	557780	228169	131531	54803	41931	103215	194960	305839	132529	38778	4379	14011	33347	88924	191520	95759	28372	8429	3370	387	122	6	109623	180758	36150	2007	668	272	143	52	7	1	0	0	0	274985
unclassified-kra_SRR26417173_.hist	438308664	88755172	19868479	6982015	3728697	2382172	1300589	1161800	1550343	790673	382825	188799	135017	222935	276603	400261	469380	195574	31113	16938	10986	14867	70617	137310	293414	186377	42084	13551	4516	2257	667	197	77	7	212988	143334	41207	22475	4494	248	81	32	16	5	0	0	0	0	0	294643
unclassified-kra_SRR26417109_.hist	496190372	95832172	19546212	7082250	3994058	2524251	2282580	1161962	543032	621228	724644	818847	314378	173787	167483	242358	384429	398580	63409	34521	38544	63102	299734	307578	18091	10050	2268	729	11987	167828	216704	64388	25754	2970	944	58	15	7	221872	66863	22286	9132	4846	1816	301	99	43	13	3	245140
unclassified-kra_SRR26417242_.hist	478558052	91075987	17916164	6512992	3689198	2337043	1986872	1563386	615582	423815	494367	558634	603088	333386	172516	132230	209743	280001	249551	135865	88128	27539	51136	99431	212471	118038	26652	8582	10338	144742	126892	37702	15080	1738	552	33	8	107642	176212	9788	3261	1335	708	264	43	13	4	0	0	244087
unclassified-kra_SRR26417308_.hist	476264714	82286350	18259226	6481159	3535647	2256368	1434975	1281845	1480101	754850	365480	180245	190695	314867	390668	435401	250995	104580	16636	35326	66727	109241	518896	151835	8930	4960	1119	359	118	58	16	3	337217	177154	56366	3521	1011	550	109	5	0	0	0	0	0	0	0	0	0	384686
unclassified-kra_SRR26417383_.hist	475826384	98352078	22050529	7763920	4164776	2664270	1428334	1275912	1927286	982914	475903	234704	126830	209416	259830	375989	596396	302988	48201	26242	17020	27864	132356	257359	212312	117950	26632	8575	2857	1427	422	124	88925	266776	176303	11017	3166	1726	344	18	5	1	0	0	0	0	0	0	0	408514
unclassified-kra_SRR26417446_.hist	417043983	91926681	21189004	7419025	3927173	2504808	1496773	1337049	1463909	746593	361482	178273	197419	325971	404444	526258	303371	126403	20108	12740	24063	39394	187123	363850	163994	91107	20571	6623	2206	1102	325	95	4383	13150	436058	27252	7834	4272	853	46	14	4	1	0	0	0	0	0	0	327751
unclassified-kra_SRR26417101_.hist	464016971	95404767	21401447	7541915	4053544	2586483	1528659	1365531	1631048	831833	402754	198628	181858	300276	372564	539121	310786	129493	20600	15794	29832	48838	231983	451077	48933	27184	6137	1975	657	327	96	27	102712	308136	118340	7395	2125	1158	230	11	2	0	0	0	0	0	0	0	0	375342
unclassified-kra_SRR26417133_.hist	473770073	91808373	20070425	7118276	3877190	2470661	1572332	1404544	1425640	727075	352032	173613	201861	333305	413544	517727	298453	124354	19782	14011	26464	43324	205792	400150	31554	100973	82889	26692	8896	4447	1316	390	155	16	298099	115560	33222	18120	3623	200	65	25	12	3	0	0	0	0	0	339899
unclassified-kra_SRR26416953_.hist	466248059	95420075	22050176	7774863	3962351	2542855	1270403	1134834	1714185	1421788	688396	339500	130343	190888	236842	342723	446429	186011	52663	129633	244861	400873	173711	50829	2988	1659	373	119	38	18	65960	131920	481802	55579	17683	1104	316	171	33	0	0	0	0	0	0	0	0	0	0	449136
unclassified-kra_SRR26417165_.hist	336881905	8433026	1982546	854346	483872	305015	1273572	1135943	447276	228110	110444	54467	39262	64828	80434	116391	184620	246463	176692	96198	62397	19498	8448	2471	144	79	16	4	0	5	259362	77063	30824	3554	1130	69	19	9	0	0	0	0	0	0	0	0	0	0	0	207789
unclassified-kra_SRR26417063_.hist	457579937	109483367	24307749	8591914	4647699	2948011	2061639	1841636	725143	454316	529946	598838	647715	358056	185282	134610	213519	285042	280132	152515	98927	30913	76349	148456	200449	111359	25144	8096	2697	1347	273110	81148	32458	3743	1190	73	20	9	226179	49524	16507	6764	3589	1345	223	73	31	9	2	250035
unclassified-kra_SRR26416991_.hist	454856367	90829105	19284261	6920561	3848453	2442274	1892198	1690276	665545	369111	430557	486528	676423	467624	241981	76992	99467	132785	279546	317212	205758	64298	27861	11003	23511	75236	179062	221749	73915	36956	25538	7587	3033	348	110	5	224175	140462	28091	1559	518	211	111	40	5	0	0	0	0	296968
unclassified-kra_SRR26417323_.hist	504683437	102603497	22854613	8047035	4316647	2755809	1561229	1394626	1712001	873119	422743	208486	174182	287602	356839	516366	460249	191769	30507	16608	17323	28360	134709	261934	255892	142161	32100	10336	3444	1721	508	150	59	5	446848	63161	18157	9903	1979	108	35	13	6	1	0	0	0	0	0	388519
unclassified-kra_SRR26417339_.hist	465913909	87196374	19071203	6814654	3762754	2394185	1732007	1547180	1193450	608658	294697	292005	405976	670332	417948	132982	76659	62853	132321	325712	323697	101154	43832	12825	11430	36575	87049	232129	145992	72995	21627	6425	2569	295	92	4	106884	218162	43631	2422	806	329	173	64	9	2	0	0	0	284228
unclassified-kra_SRR26417275_.hist	471774647	84978210	18309919	6583148	3671552	2330922	1872922	1673057	858924	438050	342528	387056	538125	633257	327691	104264	60104	73265	154241	379669	288545	90169	39072	11432	12867	41176	97998	261327	105849	52923	15680	4658	1862	213	67	3	183213	160308	32060	1780	592	241	127	46	6	1	0	0	0	278201
unclassified-kra_SRR26417156_.hist	468705700	96241272	21427661	7585689	4116559	2626404	1618176	1445496	1597155	814548	394384	194500	246446	406922	504884	427123	246223	102592	28058	69064	130454	213573	364361	106616	6270	3482	785	251	256289	128143	37967	11280	4511	519	164	52034	207929	113415	22682	1259	418	170	89	32	4	0	0	0	0	344609
unclassified-kra_SRR26417348_.hist	451161456	101793618	22967902	8095943	4353622	2765806	1875146	1675044	1113873	568074	282590	319325	443959	733048	379330	120695	69576	49631	104487	257198	402495	125778	54503	18167	38819	21565	43773	116728	219808	109903	32562	9674	3868	445	140	7	13794	268983	53795	2987	994	406	214	79	12	3	0	0	0	264435
unclassified-kra_SRR26416971_.hist	482146445	101784727	21109136	7506089	4108517	2614360	1653629	1477166	1269523	647455	313482	192360	267438	441584	547890	297458	171475	71447	35037	86244	162904	266698	194191	56821	3341	9416	22409	59757	204877	102437	30350	9017	3605	414	131	7	199049	127829	25564	1419	472	192	101	36	5	0	0	0	0	285954
unclassified-kra_SRR26417024_.hist	417113076	125412574	29076865	10356447	5211136	3298159	2642687	1935084	761938	567545	662024	748087	690287	381590	197461	181846	288445	385066	264586	144051	93437	35450	168387	327418	119260	66254	14959	4816	14249	199490	226356	67256	26901	3102	986	60	16	7	344318	25253	8416	3448	1829	685	113	36	15	4	0	306907
unclassified-kra_SRR26416966_.hist	446725031	28390495	6675693	2701229	1253276	758652	360233	321791	486070	556063	648631	689573	264745	146350	75731	40368	64032	85480	179957	296700	192453	60140	26059	7624	447	247	54	16	1395	19532	353525	105042	42016	4845	1540	95	26	13	1	0	0	0	0	0	0	0	0	0	0	319759
unclassified-kra_SRR26417044_.hist	467324562	89057299	19977567	7069037	3832769	2450055	1445875	1291582	1783512	909590	440401	217195	135722	224098	278047	402349	638208	265919	42304	23031	14938	16022	76107	147985	316225	203024	45843	14762	4919	2458	727	215	4028	12085	436523	27281	7842	4276	854	46	14	4	1	0	0	0	0	0	0	390934
unclassified-kra_SRR26417264_.hist	454999021	98478308	19549882	7014336	3899176	2472421	1812788	1619340	637614	362309	422623	477563	619737	342590	177279	102675	162862	217416	258236	140594	91195	28497	84625	164548	114852	63805	14406	4638	15816	221434	65609	19493	7796	898	284	16	3	190851	89868	4991	1662	680	360	134	21	6	1	0	0	241498
unclassified-kra_SRR26417258_.hist	501676449	143346170	26500816	9549528	5343910	3380653	2510525	1556724	612959	632205	737449	833317	553909	306200	158448	229283	363690	416054	66189	120370	227364	107400	58316	113391	242302	143218	32338	10413	3470	1734	280932	114507	45802	5282	1679	103	28	14	229163	72957	24318	9965	5288	1982	329	108	47	14	3	284945
unclassified-kra_SRR26417459_.hist	470876240	92659776	19272397	6928541	3863713	2452065	1888085	1686603	796743	406338	424483	479665	666880	368651	190765	104487	165738	221255	287494	156523	101527	31726	129809	252407	14846	8247	1861	598	271599	135798	40235	11954	4780	550	174	9	1	273833	68421	3800	1265	517	273	101	15	4	0	0	0	274400
unclassified-kra_SRR26417197_.hist	414124899	100590701	23486972	8605209	3906972	2491161	1404346	1254484	1894918	1123594	544018	268296	138643	228922	284032	411010	651946	271643	43215	23527	15259	18633	88506	172094	367742	206590	46648	15021	5006	2502	740	218	86	8	369171	116810	33582	18316	3662	202	66	26	12	3	0	0	0	0	0	372703
unclassified-kra_SRR26417692_.hist	481311061	93581842	20460066	7295125	4012765	2555492	1754039	1566861	1379245	703414	340576	228207	317277	523875	649992	219379	126464	54884	115546	284420	271496	84841	36763	19898	42520	136063	301735	97168	32388	16193	4796	1424	568	64	19	298107	101405	55311	11061	613	203	82	42	15	1	0	0	0	0	352742
unclassified-kra_SRR26417290_.hist	460199862	90861325	18926657	6790514	3774756	2393892	1847221	1650099	685089	349394	407558	460539	640289	407051	210636	71548	113489	151504	318955	173652	112638	35198	95077	183630	10800	13811	32870	87654	202013	101005	29926	8891	3555	409	129	7	35451	244366	48872	2714	903	369	195	72	11	2	0	0	0	266561
unclassified-kra_SRR26417450_.hist	458363366	115624671	19160898	7109726	3998689	2511196	1842181	905090	584995	669233	780641	598902	229934	191277	237324	343421	343236	143014	25886	63719	120358	197043	272441	79719	4688	2603	586	188	151383	215224	63769	18946	7577	873	276	16	3	104650	172832	9600	3199	1310	694	259	42	13	4	0	0	251380
unclassified-kra_SRR26417231_.hist	459691732	167637013	34299504	12134194	6575929	4170081	2530225	2106298	829354	597535	697007	787617	697812	385750	199613	219377	347977	464540	202990	110515	71684	81854	388808	113769	19149	61278	145841	178906	59634	29816	8833	2623	210240	119776	38109	2380	683	371	73	202170	67389	27617	14658	5495	914	303	135	44	13	277237
unclassified-kra_SRR26417062_.hist	463270961	98186731	20337427	7271221	4018737	2550837	1831516	1636070	759872	387533	424284	479440	666567	368478	190675	100995	160198	213860	305126	166123	107754	33672	37577	73067	156134	200856	45353	14604	4867	2432	207858	62933	25172	2902	922	56	15	180870	115931	6439	2145	878	465	173	27	8	2	0	0	264819
unclassified-kra_SRR26417681_.hist	482897099	90678318	20072455	7124325	3886047	2477711	1602578	1431562	1520537	775473	375465	185170	210913	348251	432088	520620	300121	125049	19893	15012	28355	46421	220502	428753	121527	67514	15244	4908	1635	816	240	70	61404	184212	270234	16888	4854	2646	528	28	8	2	0	0	0	0	0	0	0	391871
unclassified-kra_SRR26417048_.hist	443907742	80985794	17675737	6299399	3462343	2203518	1540287	1375919	1175114	599307	290169	193213	268624	443541	550318	210416	121297	50539	62095	152850	288715	90222	39095	26543	56718	181497	147631	47541	15846	7922	2346	696	277	31	225641	125478	36073	19675	3934	217	71	28	14	4	0	0	0	0	0	310208
unclassified-kra_SRR26417278_.hist	471219533	94661676	20114885	7147188	3906684	2492556	1490030	1331025	1477727	753640	364894	179956	243051	401316	497929	337032	194288	80952	62164	153018	289033	90321	39138	17113	36567	117014	278493	89683	29893	14945	4427	1314	524	59	17	266815	94376	51477	10294	570	189	76	39	13	1	0	0	0	0	312465
unclassified-kra_SRR26417237_.hist	483528111	97069737	19095235	6919728	3903368	2474058	2007823	1690508	665636	375082	437522	494399	687365	441434	228428	72680	110917	148071	311728	271851	176334	55103	23877	24383	52103	166729	121862	39242	167052	83525	24747	7352	2939	338	106	5	177602	167695	33538	1862	619	252	133	48	7	1	0	0	0	303156
unclassified-kra_SRR26417134_.hist	486795238	104057179	19956374	7278147	4134405	2610239	2396498	1250943	492557	546408	637369	720226	524246	289802	149963	169644	269090	359228	168802	91902	59611	39934	189689	349568	20561	11422	2578	829	64634	273613	81069	24087	9633	1110	352	21	5	180522	158955	8829	2942	1204	638	238	38	11	4	0	0	281211
unclassified-kra_SRR26417310_.hist	332390890	10457984	2458683	1049317	578407	359125	1192728	586004	230738	117675	71122	80367	111734	184491	228905	331036	190831	79512	12648	6885	4465	3203	15216	29586	63222	202310	45681	14710	4902	2450	724	214	84	8	166688	10417	2993	1632	325	17	4	0	0	0	0	0	0	0	0	183006
unclassified-kra_SRR26417212_.hist	501251559	90105916	19429410	6952258	3847572	2449595	1734750	1549631	1371392	699409	338637	223895	311281	513975	637709	202906	116968	48735	80244	197523	360809	112751	48858	14295	26007	83222	198068	177090	59029	29513	8743	2597	1037	118	36	235859	107494	58632	11725	650	215	87	45	16	1	0	0	0	0	333681
unclassified-kra_SRR26417251_.hist	394586477	78062654	18204238	6630212	3078847	1971313	1202825	1074468	1623001	827729	400766	197648	148182	244672	303574	439288	419193	174662	27786	15127	20386	33374	158528	308248	191004	106112	23959	7714	2570	1284	379	111	43	4	455732	33751	9702	5291	1057	57	18	6	2	0	0	0	0	0	0	342212
unclassified-kra_SRR26417346_.hist	455997282	99341171	21829718	7762075	4248378	2695192	1994002	1781217	767154	397610	463800	524093	728649	402796	208434	112258	178064	237710	264505	144007	93409	44463	211202	215983	12703	7056	1592	511	254888	146458	43394	12892	5156	593	187	10	2	278480	55695	3093	1030	421	222	82	12	3	0	0	0	264705
unclassified-kra_SRR26417619_.hist	457249488	154857188	22809895	8621140	4789462	2987243	1432621	703867	1063202	1216302	623179	307337	247418	408526	506874	317545	183054	76271	73807	181677	343168	107239	55095	107129	147109	81726	18453	5941	18258	255624	134200	39874	15948	1838	584	35	9	16377	297790	16542	5513	2258	1197	448	73	23	9	2	0	281324
unclassified-kra_SRR26417338_.hist	338319265	20246883	4760755	1936290	915202	553086	282694	252526	381444	436371	509013	575184	226835	125393	64886	20644	22258	29713	62554	153979	290848	90889	39384	11523	676	375	83	25	7	2	71712	143423	120040	13846	4404	274	77	41	7	0	0	0	0	0	0	0	0	0	0	223071
unclassified-kra_SRR26417452_.hist	455577083	166136513	27990736	10216489	5718893	3582169	1728420	849198	1282726	1143183	553502	379893	528167	590842	305743	136874	217111	289836	298215	162360	105314	33605	159625	310381	32488	18048	41444	110516	182959	91478	27103	8052	4881	14642	259891	16242	4668	2545	508	33862	91648	37559	64689	24257	4041	1346	602	199	65	188043
unclassified-kra_SRR26417302_.hist	468250112	87574845	19082316	6813490	3757340	2389855	1725086	1540998	1174873	599184	290110	261462	363512	600217	510351	162383	93608	39002	82109	202114	381771	132434	57387	16791	10451	33444	79597	212259	139224	69611	20624	6127	2449	281	88	4	113953	206355	41270	2291	762	311	164	60	9	2	0	0	0	291719
unclassified-kra_SRR26417108_.hist	461392917	102033325	21613126	7744110	4295436	2721793	2128962	1647495	648700	450566	525573	593896	697984	385845	199662	106328	168658	225154	352871	192117	124615	38941	43711	84993	181619	197919	44690	14390	4795	2396	242762	72131	28851	3327	1057	65	17	79497	234309	13016	4337	1776	942	352	57	18	7	1	0	293419
unclassified-kra_SRR26417366_.hist	491269556	97384365	19263660	7025512	3995616	2526330	2313430	1371381	539980	531959	620515	701181	577646	319322	165239	145122	230193	307301	272235	148215	96139	32709	155369	302106	17769	9871	8680	23147	272089	136043	40308	11975	4789	551	174	9	1	311951	62389	3465	1154	471	249	92	14	3	0	0	0	296604
unclassified-kra_SRR26417599_.hist	461891072	83309808	18082542	6434906	3527481	2246688	1500774	1340622	1327383	676964	327769	161647	178160	294170	364988	511930	295111	122962	19561	10648	18080	29599	140596	273380	192954	107196	24204	7793	2596	1297	383	112	44	4	384405	46482	13362	7287	1456	79	25	9	4	0	0	0	0	0	0	323082
unclassified-kra_SRR26417321_.hist	435032111	84696863	19683474	7068955	3404269	2180581	1271923	1136192	1716236	1080351	523080	257970	115227	190258	236060	341592	541834	225763	35915	19553	27094	44357	210695	409685	82637	45908	10365	3337	1111	554	163	47	81332	243997	217118	13568	3900	2126	424	22	6	1	0	0	0	0	0	0	0	398805
unclassified-kra_SRR26417238_.hist	483481950	118911694	22222273	8090006	4591019	2899900	2503108	1229814	549419	628534	733167	828478	498174	275390	143383	207483	329111	439354	103558	56380	54305	88904	422296	134204	7893	4384	988	317	259214	190592	56470	16778	6710	773	244	14	3	188982	181195	10065	3354	1373	728	272	44	13	5	0	0	297118
unclassified-kra_SRR26417378_.hist	474409376	93729302	20356468	7234835	3956487	2526706	1515919	1354151	1683144	858402	415617	204972	184564	304745	378109	547145	370185	154242	24537	19393	36631	59970	284857	302453	17790	25202	59981	159950	64963	32480	9622	2858	1142	130	40	300673	86442	47149	9428	522	173	70	36	12	1	0	0	0	0	353930
unclassified-kra_SRR26417269_.hist	458967895	91711141	20564454	7276479	3945008	2517558	1560094	1393612	1598190	815076	394640	194626	213214	352051	436803	560052	322852	134521	21400	20927	39527	64712	307381	274484	16145	26253	62482	166618	55538	27768	8226	2443	976	111	29528	281005	80788	44065	8812	488	161	65	33	11	0	0	0	0	0	325494
unclassified-kra_SRR26417158_.hist	420835258	90667841	21042402	7520198	3908909	2495503	1778009	1588273	1759461	897324	434462	214266	292163	482409	598543	410872	236854	112058	235910	195636	126898	39654	67025	130326	278489	316582	71485	23019	7672	3835	1135	336	133	14	515244	79518	22860	12468	2492	137	44	17	8	2	0	0	0	0	0	475361
unclassified-kra_SRR26416961_.hist	475725708	84602817	18579317	6643063	3672005	2337156	1705889	1523849	1320780	673597	326139	177356	246578	407139	505153	458014	264030	110011	17500	14074	26584	43522	206728	401971	173165	96202	21722	6994	2330	1164	343	101	39	3	464541	39509	11357	6194	1237	67	21	7	3	0	0	0	0	0	0	365799
unclassified-kra_SRR26417221_.hist	470944329	127730912	24098448	8691270	4869895	3072992	2447139	1202315	550041	629246	733997	804127	308726	202731	251535	363986	386754	161146	36281	89307	168690	276170	131629	38515	52498	167993	37933	12214	7730	108220	212603	63169	25266	2913	926	56	15	7	261563	35491	11829	4847	2571	963	159	52	22	6	1	252591
unclassified-kra_SRR26417340_.hist	483312449	107785883	22746938	8163215	4539481	2877431	2252201	1858918	731948	500553	583880	659784	690332	381615	197473	128785	204279	272707	337641	183826	119237	37260	51993	101097	216031	187749	42394	13651	4549	2273	270272	80305	32121	3704	1177	72	19	37628	266917	14827	4941	2024	1073	401	65	20	8	1	0	286345
unclassified-kra_SRR26417039_.hist	435065787	78260805	18126891	6436195	3273905	2094826	1274229	1138253	1719348	933598	452026	222928	118181	195135	242111	350348	555723	231550	36836	20054	16519	27044	128458	249779	181555	100863	22774	7333	2443	1220	360	106	67687	203060	185462	11590	3331	1816	362	19	5	1	0	0	0	0	0	0	0	337443
unclassified-kra_SRR26417403_.hist	491885278	81956830	16559630	5993812	3375644	2141618	1742011	1556117	831243	423932	295809	334263	464728	562298	290971	92580	53369	64749	136314	335542	217648	68014	29471	14756	31531	34494	82096	218924	95951	47974	14213	4222	1687	193	60	2	163827	142436	28486	1581	526	214	112	41	5	0	0	0	0	243504
unclassified-kra_SRR26417268_.hist	455917686	87408530	19115800	6777380	3689090	2348030	1546072	1381087	1214882	619589	299989	170035	236399	390333	484301	328239	189219	78840	43677	107513	203079	63461	28132	54701	116888	317702	71738	23101	7699	3848	1139	337	134	14	231045	131020	37667	20544	4107	227	74	29	14	4	0	0	0	0	0	315792
unclassified-kra_SRR26416999_.hist	477143511	93144082	20882897	7384105	3997663	2549823	1598340	1427777	1580430	806018	390254	192463	218701	361110	448043	529298	305123	127133	20224	46263	87385	143061	66669	129635	277012	207856	46934	15113	5036	2517	744	220	87	9	257724	155333	44657	24357	4870	269	88	35	17	5	0	0	0	0	0	337238
unclassified-kra_SRR26417019_.hist	463607170	163316794	25922537	9587705	5353137	3348327	1530964	824661	1245662	1166419	564752	309251	429953	632218	327153	133871	212346	283476	293012	159528	103476	32335	114808	223237	157878	87709	19804	6376	49662	214037	63417	18842	7535	868	196994	12311	3538	1929	384	88629	95678	39211	20812	7803	1299	432	192	63	20	229639
unclassified-kra_SRR26417030_.hist	480283851	99011107	20740170	7451270	4150652	2632737	2048286	1829709	720446	393209	458667	518292	720584	458542	237281	75497	114928	153426	323001	301725	195712	61159	26501	24827	53053	169769	148269	47746	15914	196794	58308	17324	6928	798	253	14	50015	269813	53961	2996	997	407	215	79	12	3	0	0	0	300976
unclassified-kra_SRR26417198_.hist	470870790	90881261	20238907	7138202	3843573	2452290	1455927	1300561	1548771	789872	382437	188608	154827	255644	317187	458988	450778	187823	29879	16266	10550	13680	64981	126351	269996	245001	55321	17814	5937	2967	878	259	102	10	134746	205830	59175	32276	6454	357	118	47	24	8	0	0	0	0	0	312050
unclassified-kra_SRR26417085_.hist	477683556	73573862	16820340	5970423	3257026	2077424	1461716	1305732	1444792	736843	356761	175945	175218	289312	358960	519436	305534	127305	20252	13492	25484	41721	198176	385342	122936	68297	15420	4965	1654	826	243	71	32367	97100	340088	21254	6109	3331	665	35	10	3	0	0	0	0	0	0	0	358933
unclassified-kra_SRR26416969_.hist	348179291	9976992	2345548	1007609	565729	354959	1592821	957045	376835	192185	93050	45889	63037	104084	129141	186873	296419	313610	49891	27162	17617	5504	4354	8465	18088	57881	137756	44361	14786	7392	2189	649	128502	77433	24636	1538	441	239	46	1	0	0	0	0	0	0	0	0	0	213155
unclassified-kra_SRR26417326_.hist	484305668	127837379	29727649	10700790	4880496	3115642	1169633	1044818	1578214	1805476	986848	486690	186853	152020	188617	272939	432936	577959	453461	246883	160139	50042	21684	6344	372	205	45	13	47341	662781	305213	90687	36274	4183	1330	82	22	11	1	0	0	0	0	0	0	0	0	0	0	617598
unclassified-kra_SRR26416950_.hist	431287600	101831804	23636156	8450612	3958598	2542514	1109820	991388	1497507	1687088	816848	402850	154664	85497	76332	110456	175206	233895	492410	431971	280196	87560	37941	11101	652	361	80	24	7	2	199450	398900	170066	19617	6241	389	110	59	10	0	0	0	0	0	0	0	0	0	0	439119
unclassified-kra_SRR26416938_.hist	472153158	90703087	18697118	6727676	3756517	2386939	1778934	1589099	1054671	537881	260429	294283	409143	675561	409763	130378	75158	43552	91688	225694	402581	125805	54514	15950	8407	26903	64028	170742	169452	84725	25102	7457	2982	343	108	5	87214	223584	44715	2483	826	337	178	65	9	2	0	0	0	276925
unclassified-kra_SRR26417071_.hist	471349267	134302155	24000644	8741336	4937327	3107885	2202309	1082027	629794	720483	840423	845162	324480	179372	203714	294785	467589	380520	60536	32957	50107	82032	389652	196178	13051	41763	99397	32008	10668	5333	291985	87264	34904	4025	1279	78	21	10	209902	78995	26330	10790	5726	2146	356	117	51	16	4	250945
unclassified-kra_SRR26417372_.hist	478332258	89941653	20103983	7096775	3828489	2450377	1337253	1194551	1804387	1002161	485222	239299	121680	200914	249281	360723	572181	238407	37927	20648	27166	44474	211253	410769	47908	26615	6008	1934	643	320	94	26	113921	341763	108742	6795	1952	1064	211	10	2	0	0	0	0	0	0	0	0	395912
unclassified-kra_SRR26417207_.hist	478542114	100162321	19087918	6925237	3912517	2470738	2163127	1240062	488273	486567	567567	641349	488997	270317	139880	142072	225355	300842	168736	91866	59588	46596	221332	206512	12146	6747	1522	489	238390	122713	36358	10802	4319	497	157	8	1	236708	79201	4399	1465	599	317	117	18	5	1	0	0	248004
unclassified-kra_SRR26417115_.hist	477378452	93688934	20585818	7338352	4035327	2568963	1790986	1599865	1441971	735404	356064	175602	244139	403113	500158	507874	292773	121988	19406	44317	83709	137043	248621	72749	155454	277410	62640	20171	6722	3360	994	294	116	12	290656	158668	45616	24880	4975	275	90	36	18	5	0	0	0	0	0	365766
unclassified-kra_SRR26417318_.hist	468991766	103848562	23716848	8355538	4487935	2864222	1748162	1561611	1852438	944742	457421	225589	189249	312480	387706	561033	549408	228919	36417	19826	18630	30499	144873	281697	281467	156369	35308	69313	23103	11550	3421	1015	405	45	253171	192703	55401	30217	6042	334	110	44	22	7	0	0	0	0	0	392211
unclassified-kra_SRR26417213_.hist	468128533	164034296	28736035	10544330	5894100	3689144	1911285	939042	1081824	1237606	955429	471195	252307	416599	516891	444180	256055	106688	94618	232906	390384	121994	52863	40177	85852	274727	131960	42494	14163	7080	107119	214238	85694	9884	3144	195	55	29	217750	100468	33488	13723	7283	2730	454	150	66	21	6	302529
unclassified-kra_SRR26417277_.hist	475620984	106621281	19648988	7171099	4076638	2574770	2277196	1221272	480874	550119	641698	725118	451867	249791	133587	193308	306626	409337	91469	49799	43905	71878	341421	161204	9481	5266	1188	381	264717	132357	39216	11651	4659	536	169	9	31293	250040	50007	2777	924	377	199	73	11	2	0	0	0	274220
unclassified-kra_SRR26417300_.hist	456257127	165854091	29157510	10532883	5915580	3719173	2235007	1098091	786249	899467	1049203	557663	222509	367397	455844	417359	240594	100246	114700	282339	299416	93566	40544	47243	100953	323048	72945	23489	7828	3913	85573	171145	156209	18019	5732	357	101	54	68721	161070	53689	22002	11678	4378	728	241	107	34	10	255701
unclassified-kra_SRR26417390_.hist	481784998	118715461	20899772	7722204	4353618	2737744	2152363	1057487	572995	655505	764628	864028	331724	183376	155724	225340	357436	477167	78579	42781	27749	43956	208790	381589	22445	12468	2814	905	55722	290608	86105	25583	10232	1179	374	22	5	123051	231816	12877	4291	1757	932	348	57	18	7	1	0	298362
unclassified-kra_SRR26417301_.hist	459841260	99852092	21199965	7598465	4216956	2674677	2055224	1835906	722887	411168	479615	541964	733452	405452	209808	87966	139531	186269	392146	213500	138486	43275	33037	64238	137267	183123	41349	13314	12986	181809	117601	34942	13975	1611	511	30	7	244721	96189	5342	1779	728	385	143	22	6	1	0	0	289497
unclassified-kra_SRR26417349_.hist	483306525	90816068	20621976	7257562	3889040	2489241	1361706	1216395	1781272	908448	439848	216922	224093	370014	459090	370736	213717	89048	30651	75447	142511	233311	454132	132884	7815	4341	979	314	103	50	14	3	493125	117424	37361	2334	670	364	71	2	0	0	0	0	0	0	0	0	0	421844
unclassified-kra_SRR26417011_.hist	481913495	103081258	22371699	7955535	4355308	2774242	1796534	1604821	1557983	794570	384712	189730	263782	435546	540399	435197	250877	104531	32645	80356	151784	248492	233433	68304	11479	36732	87421	233122	104122	52060	15424	4582	1831	210	65	113380	185242	101040	20207	1121	372	151	79	28	3	0	0	0	0	330914
unclassified-kra_SRR26417222_.hist	466016699	110380811	21368710	7690196	4295007	2719161	2069742	1492354	587613	474226	553171	625082	562478	310937	160900	119426	189433	252888	301123	163944	106341	33230	48028	93388	199557	110864	25032	8060	10111	141566	165251	49100	19639	2264	719	43	11	2080	278246	15457	5151	2110	1119	418	68	21	8	1	0	253515
