sample_accession	run_accession	scientific_name	library_name	base_count	sample_alias	sample_title
SAMN34152194	SRR24138767	Clupea harengus	PB11_Kalmar_Baltic_Spring_rg2	3283981239	PB11_Kalmar_Baltic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152194	SRR24138769	Clupea harengus	PB11_Kalmar_Baltic_Spring_rg1	3221766824	PB11_Kalmar_Baltic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152194	SRR24138770	Clupea harengus	PB11_Kalmar_Baltic_Spring_rg11	3396679278	PB11_Kalmar_Baltic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152194	SRR24138771	Clupea harengus	PB11_Kalmar_Baltic_Spring_rg10	3339050528	PB11_Kalmar_Baltic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152192	SRR24138774	Clupea harengus	PB10_Skagerrak_Atlantic_Spring_rg7	3113833624	PB10_Skagerrak_Atlantic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152192	SRR24138776	Clupea harengus	PB10_Skagerrak_Atlantic_Spring_rg5	3144128709	PB10_Skagerrak_Atlantic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152211	SRR24138779	Clupea harengus	BF18_HastKar_Baltic_Spring_rg3	2928517400	BF18_HastKar_Baltic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152211	SRR24138780	Clupea harengus	BF18_HastKar_Baltic_Spring_rg2	3087424800	BF18_HastKar_Baltic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152211	SRR24138781	Clupea harengus	BF18_HastKar_Baltic_Spring_rg1	2686321000	BF18_HastKar_Baltic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152210	SRR24138782	Clupea harengus	BF16_HastKar_Baltic_Spring_rg5	2207138200	BF16_HastKar_Baltic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152210	SRR24138785	Clupea harengus	BF16_HastKar_Baltic_Spring_rg2	2354946000	BF16_HastKar_Baltic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152210	SRR24138786	Clupea harengus	BF16_HastKar_Baltic_Spring_rg1	2033570400	BF16_HastKar_Baltic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152209	SRR24138791	Clupea harengus	AM8_Norway_Atlantic_Spring_rg2	2419403400	AM8_Norway_Atlantic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152209	SRR24138792	Clupea harengus	AM8_Norway_Atlantic_Spring_rg1	2098952400	AM8_Norway_Atlantic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152208	SRR24138794	Clupea harengus	AM33_Norway_Atlantic_Spring_rg4	2076806600	AM33_Norway_Atlantic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152207	SRR24138799	Clupea harengus	AM29_Norway_Atlantic_Spring_rg5	2323210400	AM29_Norway_Atlantic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152207	SRR24138800	Clupea harengus	AM29_Norway_Atlantic_Spring_rg4	2185234800	AM29_Norway_Atlantic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152207	SRR24138801	Clupea harengus	AM29_Norway_Atlantic_Spring_rg3	2344296600	AM29_Norway_Atlantic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152191	SRR24138815	Clupea harengus	PB2_Iceland_Atlantic_Spring_rg2	3399755593	PB2_Iceland_Atlantic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152191	SRR24138818	Clupea harengus	PB2_Iceland_Atlantic_Spring_rg10	3463362603	PB2_Iceland_Atlantic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152201	SRR24138821	Clupea harengus	PB1_HastKar_Baltic_Spring_rg8	2635517294	PB1_HastKar_Baltic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152201	SRR24138822	Clupea harengus	PB1_HastKar_Baltic_Spring_rg7	2645362418	PB1_HastKar_Baltic_Spring	Model organism or animal sample from Clupea harengus
SAMN34152195	SRR24138833	Clupea harengus	PB12_Karlskrona_Baltic_Spring_rg8	2469140827	PB12_Karlskrona_Baltic_Spring	Model organism or animal sample from Clupea harengus
